nro,Jerga,tipo,descripción corta,Descripción,fuente
258,cantar,Jerga,hablar,"Hablar , confesar",https://jergozo.com/diccionario-peruano
259,canturreo,Jerga,hablador,"Verboso , hablador",https://jergozo.com/diccionario-peruano
260,canturria,Jerga,Canto monótono.,Canto monótono.,https://jergozo.com/diccionario-peruano
261,caña,Jerga,automovil,(F) 1) automóvil,https://jergozo.com/diccionario-peruano
262,caña monse,Jerga,inexperto conduciendo,Persona poco hábil para conducir,https://jergozo.com/diccionario-peruano
263,caño,Jerga,grifo de agua,Grifo.,https://jergozo.com/diccionario-peruano
264,cañónazo,Jerga,patada,golpe fuerte con el pie generalmente a un balón,https://jergozo.com/diccionario-peruano
265,capo,Jerga,experto,"Sujeto que al realizar una o varias acciones/labores estas le salen de manera esplendida sea cual sea la naturaleza de las mismas y, que nadie mas se le pueda igualar o que no tiene igual.",https://jergozo.com/diccionario-peruano
266,capsula,Jerga,amigo,"Amigo , compañero",https://jergozo.com/diccionario-peruano
267,cara de culo,Jerga,serio,Enojado o serio,https://jergozo.com/diccionario-peruano
268,cara de jebe,Jerga,sinvergüenza,"Es un cara dura, un persona sinverguenza pero muy notable ante los demas.",https://jergozo.com/diccionario-peruano
269,cara de palo,Jerga,sinvergüenza,Se dice de aquel que no tiene vergüenza de algo.,https://jergozo.com/diccionario-peruano
270,carabina,Jerga,rostro,"(F) Rostro, cara, faz",https://jergozo.com/diccionario-peruano
271,caracha,Jerga,sarna,Sarna de las personas.,https://jergozo.com/diccionario-peruano
272,carachoso,Jerga,sarnoso,"Es algo que tiene lentes , que es creido y que tiene chupos en la cara ag",https://jergozo.com/diccionario-peruano
273,caracol,Jerga,tonto,Tonto y sinvergüenza.,https://jergozo.com/diccionario-peruano
274,carae palo,Jerga,sinvergüenza,Sin verguenza,https://jergozo.com/diccionario-peruano
275,carajo,Jerga,reprensión,"Interviene esta voz en muchas locuciones con el significado de valor, importancia, mérito, voluntad, capricho, etc. Tonto, estúpido. Interjección con diversos sentidos, o sin ninguno. Palabrota soez.",https://jergozo.com/diccionario-peruano
276,caramelo,Jerga,rostro,"Rostro , cara",https://jergozo.com/diccionario-peruano
277,carburar,Jerga,pensar,"Pensar , reflexionar",https://jergozo.com/diccionario-peruano
278,carcamán,Jerga,anciano,Persona de muchas pretensiones y poco mérito,https://jergozo.com/diccionario-peruano
279,carcocha,Jerga,automóvil viejo,"Auto viejo, destartalado pero aun en funcionamiento",https://jergozo.com/diccionario-peruano
280,carcosa,Jerga,mugrienta,"Que tiene carca, carquiento.",https://jergozo.com/diccionario-peruano
281,carcoso,Jerga,mugriento,"Que tiene carca, carquiento.",https://jergozo.com/diccionario-peruano
282,carcumena,Jerga,mugrienta,Persona que no se baña despues de años,https://jergozo.com/diccionario-peruano
283,cargo,Jerga,certificación de evento,"Certificación del secretario judicial al pie de un escrito, sobre la fecha o la hora en que fue presentado.",https://jergozo.com/diccionario-peruano
284,cargosear,Jerga,molestar,Importunar; molestar.,https://jergozo.com/diccionario-peruano
285,cargoso,Jerga,molestoso,"Cargante, que molesta o incomoda.",https://jergozo.com/diccionario-peruano
286,carito,Jerga,cotoso,de costo elevado,https://jergozo.com/diccionario-peruano
287,carjacha,Jerga,feo,Decripcion autonoma criolla de llamar a una persona feo(a) definida de la abrebiatura harjacha de un monstruo,https://jergozo.com/diccionario-peruano
288,caro,Jerga,costoso,de costo elevado,https://jergozo.com/diccionario-peruano
289,carpa,Jerga,tienda de campaña,"Toldo, tienda de campaña, tienda de playa. Esta voz deriva del quéchua carppa en donde significa 'toldo', 'enramada'.",https://jergozo.com/diccionario-peruano
290,carpeta,Jerga,Pupitre,Pupitre.,https://jergozo.com/diccionario-peruano
291,carquienta,Jerga,mugrienta,"Que tiene carca, carcoso.",https://jergozo.com/diccionario-peruano
292,carquiento,Jerga,mugriento,"Que tiene carca, carcoso.",https://jergozo.com/diccionario-peruano
293,carrera,Jerga,viaje,viaje que realiza por lo general un taxi,https://jergozo.com/diccionario-peruano
294,carreta,Jerga,exitación,Cuando el pene esta erecto,https://jergozo.com/diccionario-peruano
295,carretear,Jerga,cortejar,"Pretender, cortejar, piropear",https://jergozo.com/diccionario-peruano
296,carretón,Jerga,exitado,Con apetito sexual,https://jergozo.com/diccionario-peruano
297,caserito,Jerga,comprador habiltual,comprador habitual,https://jergozo.com/diccionario-peruano
298,casero,Jerga,comprador habiltual,"Parroquiano, cliente habitual.",https://jergozo.com/diccionario-peruano
299,cashi,Jerga,vagina,Cashi es una Jerga utilizada vulgarmente en Perú su significado es vagina.,https://jergozo.com/diccionario-peruano
300,casinete,Jerga,tela de baja calidad,tela de baja calidad,https://jergozo.com/diccionario-peruano
301,cata,Jerga,catalina,"Catalina , candelaria",https://jergozo.com/diccionario-peruano
302,catear,Jerga,inspeccionar,Mirar algo o a alguien con suma atención,https://jergozo.com/diccionario-peruano
303,catichupa,Jerga,adulador,"O ""chupa medias"", son aquellos que hacen lo que sea por quedar bien con cierta autoridad o pertenecer a un grupo social.",https://jergozo.com/diccionario-peruano
304,caucau,Jerga,asunto,"Aparte de ser el nombre de un plato típico del Perú, también es usado como una expresión de queja hacia otra persona.",https://jergozo.com/diccionario-peruano
305,causita,Jerga,amigo,Amigo o compañero cercano. Es una variación de causa que es de uso popular.,https://jergozo.com/diccionario-peruano
306,cebiche,Jerga,comida en base a pescado,"Pescado o marisco crudo en trocitos, adobado con jugo de limón o naranja agria, cebolla picada, sal y ají.",https://jergozo.com/diccionario-peruano
307,cebillano,Jerga,comida en base a pescado,"Cebiche , plato bandera de perú",https://jergozo.com/diccionario-peruano
308,celofan,Jerga,celoso,celoso,https://jergozo.com/diccionario-peruano
309,cecilia,Jerga,sed,"Con sed , sediento",https://jergozo.com/diccionario-peruano
310,cequión,Jerga,zanja,Canal o acequia grande.,https://jergozo.com/diccionario-peruano
311,cerbatana bien helena,expresión,ceveza helada,Cerveza bien helada,https://jergozo.com/diccionario-peruano
312,cercado,Jerga,ciudad,División territorial que comprende la capital de un Estado o provincia y los pueblos que de ella dependen.,https://jergozo.com/diccionario-peruano
313,cevichada,Jerga,comida en base a pescado,Comilona consistente en ceviches,https://jergozo.com/diccionario-peruano
314,cevillano,Jerga,comida en base a pescado,Ceviche,https://jergozo.com/diccionario-peruano
315,chabón,Jerga,fornido,"Hombre alto , fornido, seductor",https://jergozo.com/diccionario-peruano
316,chacarero,Jerga,campesino,De la chácara. Dueño de una chácara o granja. Campesino.,https://jergozo.com/diccionario-peruano
317,chacal,Jerga,ayudante,"principiante, ayudante",https://jergozo.com/diccionario-peruano
318,chachero,Jerga,novio,"Que suele tener relaciones sexuales muy frecuente , promiscuo",https://jergozo.com/diccionario-peruano
319,chacra,Jerga,campo,Tierra - terreno en el campo - Palabra viene del quechua,https://jergozo.com/diccionario-peruano
320,chafalon,Jerga,ordinario,"Huachafo, de malos modales, ordinario, mal presentado.",https://jergozo.com/diccionario-peruano
321,chafa,Jerga,FALSE,que no es original,https://jergozo.com/diccionario-peruano
322,chaira,Jerga,navaja,"(F) Navaja, cuchilla",https://jergozo.com/diccionario-peruano
323,chalaca,Jerga,técnica de futbol,Tecnica de futbol,https://jergozo.com/diccionario-peruano
324,chalaco,Jerga,gentilicio del callao,Natural del Callao.,https://jergozo.com/diccionario-peruano
325,chalán,Jerga,jinete,Domador de caballos.,https://jergozo.com/diccionario-peruano
326,chalona,Jerga,carne seca,Carne de carnero acecinada.,https://jergozo.com/diccionario-peruano
327,chambeador,Jerga,trabajador,"Currante, el que trabaja duramente.",https://jergozo.com/diccionario-peruano
328,chambear,Jerga,Trabajar,Trabajar,https://jergozo.com/diccionario-peruano
329,chambero,Jerga,trabajador,Trabajador,https://jergozo.com/diccionario-peruano
330,chambón,Jerga,tonto,En el oriente del Perú se denomina chambón a aquella persona que comete torpezas o hace las cosas muy mal o muy desordenadas.,https://jergozo.com/diccionario-peruano
331,chamear,Jerga,mujeriego,Cuando uno va a buscar servicios de prostitutas extranjeras venezolanas,https://jergozo.com/diccionario-peruano
332,chamo,Jerga,venezolano,"En arequipa se le dice chamo al enboltorio de droga cocaína, También se les dice chamo o chama a las personas procedentes de venezuela .",https://jergozo.com/diccionario-peruano
333,champear,Jerga,acertar,que acierta en algo de causalidad,https://jergozo.com/diccionario-peruano
334,chamullador,Jerga,hablador,Gran conversadora.,https://jergozo.com/diccionario-peruano
335,chamulladora,Jerga,habladora,Gran conversadora.,https://jergozo.com/diccionario-peruano
336,chamullar,Jerga,charlar mucho,"Hablar mucho sin contenido, charlatán, tratar de convencer a alguien para un fin deseado, sin tener el sustento necesario",https://jergozo.com/diccionario-peruano
337,chamullera,Jerga,habladora,Persona notablemente dada al chamullo.,https://jergozo.com/diccionario-peruano
338,chamullero,Jerga,mentiroso,Mentiroso. Chamullero.,https://jergozo.com/diccionario-peruano
339,chamullo,Jerga,comversación,Conversación.,https://jergozo.com/diccionario-peruano
340,chanca,Jerga,golpea,Trituración.,https://jergozo.com/diccionario-peruano
341,chancabuque,Jerga,zapato grando,"Bota, zapato grando",https://jergozo.com/diccionario-peruano
342,chancaca,Jerga,dulce,"Pasta de maíz o trigo tostado y molido, y miel.",https://jergozo.com/diccionario-peruano
343,chancay,Jerga,pan dulce,Galleta; galletita.,https://jergozo.com/diccionario-peruano
344,chanchero,Jerga,cría cerdos,"El que cuida chanchos o cerdos, los cría o comercia con ellos.",https://jergozo.com/diccionario-peruano
345,chancho,Jerga,erupto,Erupto,https://jergozo.com/diccionario-peruano
346,chancleta,Jerga,hija,Hija.,https://jergozo.com/diccionario-peruano
347,chancletero,Jerga,tiene hijas,Persona que tiene solamente hijas,https://jergozo.com/diccionario-peruano
348,chanfaina,Jerga,desorden,"Caos, desquicio.",https://jergozo.com/diccionario-peruano
349,chantar,Jerga,plantar,poner a alguien en una parte contra su voluntad,https://jergozo.com/diccionario-peruano
350,chantarse,Jerga,entregarse,"colocarse algo,  entregarse, someterse sexualmente, chantón: homosexual",https://jergozo.com/diccionario-peruano
351,chantón,Jerga,homosexual,Chantón. dícese del homosexual asolapado,https://jergozo.com/diccionario-peruano
352,chapa tu combi,expresión,vete de aqui,Vete. Se le dice a alguien con ánimos de indicarle que lo que dice está de más.,https://jergozo.com/diccionario-peruano
353,chape,Jerga,beso,Beso.,https://jergozo.com/diccionario-peruano
354,chapetón,Jerga,novato,"Novato, inexperto.",https://jergozo.com/diccionario-peruano
355,chaplín,Jerga,apodo,"Apodo, sobrenombre",https://jergozo.com/diccionario-peruano
356,chaposo,Jerga,mejillas coloradas,Que tiene las mejillas coloradas,https://jergozo.com/diccionario-peruano
357,chaputear,Jerga,desordenar,"Revolver , desordenar",https://jergozo.com/diccionario-peruano
358,characato,Jerga,arequipeño,(Sust) Se usa para las personas nacidas en Arequipa,https://jergozo.com/diccionario-peruano
359,charapas,Jerga,de la selva,"Es un animal , es usada para las tortugas acuaticas, podocnemis unifilis",https://jergozo.com/diccionario-peruano
360,charapita,Jerga,de la selva,Gentilicio cariñoso referido a las personas de la selva peruana amazónica,https://jergozo.com/diccionario-peruano
361,charli,Jerga,elegante,"Elegante, chévere.",https://jergozo.com/diccionario-peruano
362,charly,Jerga,elegante,Bien vestido,https://jergozo.com/diccionario-peruano
363,charqui,Jerga,carse seca,"Carne seca, normalmente con sal y un poco de ají que solía consumirse en abundancia durante la colonia, pero cuyo consumo ha caído casi en desuso, por culpa de los refrigeradores. Esta palabra deriva del mapudongo charki y/o del quéchua ch'arki en los cuales tienen el mismo significado. Cuando dicen de una persona que la hicieron charqui significa que le fue muy mal y que está reducida al estado de fajas de carne secándose al sol. La expresión ojo con el charqui llama a mantener un atento ojo sobre el charqui mientras este se seca al sol de manera de evitar la generación espontánea de apéndices motrices en el ya famoso charqui.",https://jergozo.com/diccionario-peruano
364,chascoso,Jerga,despeinado,Con el cabello desordenado,https://jergozo.com/diccionario-peruano
365,chau,Jerga,adios,"Adiós, hasta la vista.",https://jergozo.com/diccionario-peruano
366,chavacano,Jerga,torpe,Torpe.,https://jergozo.com/diccionario-peruano
367,chavo,Jerga,niño,niño,https://jergozo.com/diccionario-peruano
368,chavón,Jerga,homosexual,"Gracias a la visita del grupo argentino ""Los Sultanes"" y a la mala interpretación de muchos peruanos, significa persona de tendencias homosexuales. Aunque ya no se usa mucho actualmente.",https://jergozo.com/diccionario-peruano
369,checada,Jerga,revisar,Comprobación.,https://jergozo.com/diccionario-peruano
370,chepi,Jerga,pausa,pausa,https://jergozo.com/diccionario-peruano
371,chequear,Jerga,revisar,Mirar detenidamente para constatar algo,https://jergozo.com/diccionario-peruano
372,cherry,Jerga,anuncio,anuncio publicitario,https://jergozo.com/diccionario-peruano
373,chesu,Jerga,disgusto,En realidad abreviatura de concha de SU madre,https://jergozo.com/diccionario-peruano
374,chevere pajita pulenta,expresión,lo maximo,"Bacan,una bestia, lo maximo,ya no ya....",https://jergozo.com/diccionario-peruano
375,chibola,Jerga,joven,"Peladita , chava, chica, tía (esp)",https://jergozo.com/diccionario-peruano
376,chicha morada,Jerga,bebida,Refresco a base de maíz morado.,https://jergozo.com/diccionario-peruano
377,chicha tu madre,expresión,Tu mama es puta,Tu mama es puta,https://jergozo.com/diccionario-peruano
378,chicharrón,Jerga,pellejo de cerdo,Pellejo del cerdo frito en aceite vegetal o con la mis manteca del cerdo.,https://jergozo.com/diccionario-peruano
379,chichero,Jerga,cantante de genero popular,cantante de genero popular,https://jergozo.com/diccionario-peruano
380,chichi,Jerga,seno,Leche dada por la madre del niño.,https://jergozo.com/diccionario-peruano
381,chichis,Jerga,senos,"pechos, senos",https://jergozo.com/diccionario-peruano
382,chico,Jerga,joven,1.- equivale decir muchacho o joven. Se aplica también a algo que es de menor dimensión.,https://jergozo.com/diccionario-peruano
383,chicoco,Jerga,niño,Niño o pequeño. Enamorado(a) de juventud.,https://jergozo.com/diccionario-peruano
384,chicotazo,Jerga,latigazo,"Golpes dados con un chicote, latigazo.",https://jergozo.com/diccionario-peruano
385,chicote,Jerga,latigo,latigo,https://jergozo.com/diccionario-peruano
386,chicoteada,Jerga,latigear,"Acción y efecto de chicotear, chicoteo, chicotera, azotaina.",https://jergozo.com/diccionario-peruano
387,chicotería,Jerga,alambres,Conjunto de los alambres o cables de una instalación eléctrica.,https://jergozo.com/diccionario-peruano
388,chicotillo,Jerga,latigo,Latiguillo de amazonas y jinetes.,https://jergozo.com/diccionario-peruano
389,chifa,Jerga,restarurant de comida oriental,"(M) 1) comida china; 2) restaurante chino (La palabra parece que nació del término cantonés ""chi fa"", que literalmente significa 'comer arroz')",https://jergozo.com/diccionario-peruano
390,chifar,Jerga,tener sexo,Acc. Tener relaciones sexuales,https://jergozo.com/diccionario-peruano
391,chiguán,Jerga,sin dinero,"Persona pobre,sin dinero ni recursos.",https://jergozo.com/diccionario-peruano
392,chihuan,Jerga,sin dinero,Tener poco dinero.,https://jergozo.com/diccionario-peruano
393,chilcano,Jerga,licor,Pisco con cola.,https://jergozo.com/diccionario-peruano
394,chilin,Jerga,insignificante,Persona que tiene el pene chico,https://jergozo.com/diccionario-peruano
395,chimba,Jerga,cabeza," Cabeza, parte superior del cuerpo del hombre.",https://jergozo.com/diccionario-peruano
396,chimbador,Jerga,nadador,Indígena diestro en atravesar ríos.,https://jergozo.com/diccionario-peruano
397,chimpún,Jerga,zapatilla,Bota de fútbol.,https://jergozo.com/diccionario-peruano
398,chimpunes,Jerga,zapatillas,Calzado deportivo con el que se juega el fútbol,https://jergozo.com/diccionario-peruano
